id1	id2	length	identity	similarity	gaps	score
ICAM1_Domain5	CDH17_Domain2	6	50	50	NA	19
ICAM1_Domain5	CDH17_Domain3	36	25	44.4	13.9	24.5
ICAM1_Domain5	CDH17_Domain4	18	44.4	61.1	22.2	23
ICAM1_Domain5	CDH17_Domain5	4	75	75	NA	17
ICAM1_Domain5	CDH17_Domain6	39	25.6	38.5	30.8	21.5
ICAM1_Domain5	CDH17_Domain7	16	31.2	43.8	NA	29
IGF1R_Domain1	CDH17_Domain1	49	28.6	38.8	32.7	26.5
IGF1R_Domain1	CDH17_Domain2	58	24.1	43.1	17.2	31.5
IGF1R_Domain1	CDH17_Domain3	23	26.1	43.5	NA	23
IGF1R_Domain1	CDH17_Domain4	19	36.8	47.4	NA	24
IGF1R_Domain1	CDH17_Domain5	20	30	50	NA	24
IGF1R_Domain1	CDH17_Domain6	26	23.1	50	11.5	25
IGF1R_Domain1	CDH17_Domain7	8	37.5	62.5	NA	21
IGF1R_Domain2	CDH17_Domain1	107	18.7	36.4	39.3	36
IGF1R_Domain2	CDH17_Domain2	13	61.5	69.2	NA	42
IGF1R_Domain2	CDH17_Domain3	81	22.2	40.7	28.4	50
IGF1R_Domain2	CDH17_Domain4	26	34.6	46.2	NA	30
IGF1R_Domain2	CDH17_Domain5	60	16.7	41.7	13.3	27.5
IGF1R_Domain2	CDH17_Domain6	20	45	50	15	24
IGF1R_Domain2	CDH17_Domain7	30	30	40	NA	25
IGF1R_Domain3	CDH17_Domain1	39	23.1	46.2	10.3	24.5
IGF1R_Domain3	CDH17_Domain2	23	39.1	47.8	30.4	23.5
IGF1R_Domain3	CDH17_Domain3	15	40	66.7	NA	30
IGF1R_Domain3	CDH17_Domain4	22	31.8	50	27.3	26.5
IGF1R_Domain3	CDH17_Domain5	28	32.1	46.4	NA	27
IGF1R_Domain3	CDH17_Domain6	14	50	64.3	14.3	31.5
IGF1R_Domain3	CDH17_Domain7	11	45.5	54.5	NA	23
IGF1R_Domain4	CDH17_Domain1	97	21.6	39.2	18.6	31.5
IGF1R_Domain4	CDH17_Domain2	79	25.3	38	26.6	40.5
IGF1R_Domain4	CDH17_Domain3	66	19.7	36.4	28.8	33.5
IGF1R_Domain4	CDH17_Domain4	61	23	45.9	16.4	31
IGF1R_Domain4	CDH17_Domain5	38	28.9	50	13.2	36.5
IGF1R_Domain4	CDH17_Domain6	58	20.7	50	NA	33
IGF1R_Domain4	CDH17_Domain7	75	17.3	30.7	24	23
IGF1R_Domain5	CDH17_Domain1	74	21.6	40.5	27	33
IGF1R_Domain5	CDH17_Domain2	71	23.9	40.8	26.8	33.5
IGF1R_Domain5	CDH17_Domain3	25	36	48	32	29
IGF1R_Domain5	CDH17_Domain4	69	26.1	44.9	23.2	25.5
IGF1R_Domain5	CDH17_Domain5	115	18.3	34.8	34.8	40
IGF1R_Domain5	CDH17_Domain6	27	25.9	51.9	NA	30
IGF1R_Domain5	CDH17_Domain7	21	33.3	47.6	NA	26
IGHMBP2_Domain1	CDH17_Domain1	19	26.3	52.6	36.8	19
IGHMBP2_Domain1	CDH17_Domain2	10	30	50	NA	19
IGHMBP2_Domain1	CDH17_Domain3	24	25	45.8	NA	22
IGHMBP2_Domain1	CDH17_Domain4	7	57.1	85.7	NA	25
IGHMBP2_Domain1	CDH17_Domain5	9	44.4	66.7	NA	22
IGHMBP2_Domain1	CDH17_Domain6	10	50	60	NA	21
IGHMBP2_Domain1	CDH17_Domain7	14	42.9	50	NA	17
IGSF11_Domain1	CDH17_Domain1	34	32.4	41.2	14.7	25.5
IGSF11_Domain1	CDH17_Domain2	52	26.9	42.3	25	41.5
IGSF11_Domain1	CDH17_Domain3	24	33.3	45.8	NA	22.5
IGSF11_Domain1	CDH17_Domain4	31	25.8	45.2	16.1	20.5
IGSF11_Domain1	CDH17_Domain5	69	23.2	37.7	30.4	30.5
IGSF11_Domain1	CDH17_Domain6	36	33.3	41.7	11.1	32.5
IGSF11_Domain1	CDH17_Domain7	97	21.6	36.1	39.2	28
IGSF11_Domain2	CDH17_Domain1	5	80	100	NA	24
IGSF11_Domain2	CDH17_Domain2	6	50	100	NA	21
IGSF11_Domain2	CDH17_Domain3	53	24.5	41.5	30.2	22
IGSF11_Domain2	CDH17_Domain4	42	21.4	47.6	NA	30
IGSF11_Domain2	CDH17_Domain5	17	23.5	64.7	NA	23
IGSF11_Domain2	CDH17_Domain6	48	27.1	41.7	22.9	24.5
IGSF11_Domain2	CDH17_Domain7	30	26.7	46.7	23.3	25
ITGB1_Domain1	CDH17_Domain1	35	20	45.7	NA	21.5
ITGB1_Domain1	CDH17_Domain2	102	17.6	33.3	42.2	36.5
ITGB1_Domain1	CDH17_Domain3	22	27.3	54.5	NA	27
ITGB1_Domain1	CDH17_Domain4	87	19.5	37.9	19.5	34
ITGB1_Domain1	CDH17_Domain5	77	23.4	49.4	14.3	51
ITGB1_Domain1	CDH17_Domain6	10	50	90	NA	34
ITGB1_Domain1	CDH17_Domain7	24	33.3	50	NA	28
ITGB6_Domain1	CDH17_Domain1	53	26.4	45.3	28.3	31
ITGB6_Domain1	CDH17_Domain2	148	20.9	34.5	35.1	42.5
ITGB6_Domain1	CDH17_Domain3	53	30.2	41.5	26.4	28
ITGB6_Domain1	CDH17_Domain4	62	22.6	41.9	19.4	34
ITGB6_Domain1	CDH17_Domain5	75	24	41.3	13.3	39.5
ITGB6_Domain1	CDH17_Domain6	30	20	53.3	NA	23
ITGB6_Domain1	CDH17_Domain7	35	34.3	40	25.7	35.5
ITGB7_Domain1	CDH17_Domain1	28	28.6	53.6	21.4	29.5
ITGB7_Domain1	CDH17_Domain2	18	38.9	61.1	11.1	29.5
ITGB7_Domain1	CDH17_Domain3	54	25.9	31.5	50	28
ITGB7_Domain1	CDH17_Domain4	13	38.5	61.5	NA	21
ITGB7_Domain1	CDH17_Domain5	106	24.5	41.5	25.5	31.5
ITGB7_Domain1	CDH17_Domain6	19	31.6	63.2	NA	36
ITGB7_Domain1	CDH17_Domain7	58	31	39.7	37.9	28.5
JAM3_Domain1	CDH17_Domain1	78	20.5	33.3	34.6	27
JAM3_Domain1	CDH17_Domain2	7	42.9	85.7	NA	21
JAM3_Domain1	CDH17_Domain3	34	23.5	47.1	NA	33
JAM3_Domain1	CDH17_Domain4	72	26.4	40.3	30.6	27.5
JAM3_Domain1	CDH17_Domain5	21	23.8	61.9	NA	31
JAM3_Domain1	CDH17_Domain6	30	30	43.3	26.7	33.5
JAM3_Domain1	CDH17_Domain7	39	25.6	46.2	NA	27
JAM3_Domain2	CDH17_Domain1	36	27.8	41.7	11.1	25
JAM3_Domain2	CDH17_Domain2	13	38.5	69.2	NA	32
JAM3_Domain2	CDH17_Domain3	46	23.9	43.5	10.9	37.5
JAM3_Domain2	CDH17_Domain4	65	21.5	33.8	20	25
JAM3_Domain2	CDH17_Domain5	75	21.3	33.3	18.7	22.5
JAM3_Domain2	CDH17_Domain6	58	25.9	44.8	19	27.5
JAM3_Domain2	CDH17_Domain7	17	41.2	52.9	NA	31
KCNIP3_Domain1	CDH17_Domain1	31	29	32.3	48.4	19.5
KCNIP3_Domain1	CDH17_Domain2	8	37.5	75	NA	16
KCNIP3_Domain1	CDH17_Domain3	26	26.9	42.3	19.2	20
KCNIP3_Domain1	CDH17_Domain4	45	26.7	40	15.6	21.5
KCNIP3_Domain1	CDH17_Domain5	10	60	60	NA	23
KCNIP3_Domain1	CDH17_Domain6	15	46.7	60	20	29
KCNIP3_Domain1	CDH17_Domain7	30	33.3	43.3	40	23
KCNIP3_Domain2	CDH17_Domain1	6	66.7	83.3	NA	21
KCNIP3_Domain2	CDH17_Domain2	31	32.3	58.1	19.4	30.5
KCNIP3_Domain2	CDH17_Domain3	10	40	50	NA	19
KCNIP3_Domain2	CDH17_Domain4	6	66.7	66.7	NA	18
KCNIP3_Domain2	CDH17_Domain5	10	50	70	NA	22
KCNIP3_Domain2	CDH17_Domain6	9	33.3	55.6	NA	21
KCNIP3_Domain2	CDH17_Domain7	15	33.3	60	26.7	23.5
KCNIP3_Domain3	CDH17_Domain1	11	27.3	72.7	NA	23
KCNIP3_Domain3	CDH17_Domain2	11	54.5	63.6	18.2	19.5
KCNIP3_Domain3	CDH17_Domain3	14	42.9	57.1	NA	27
KCNIP3_Domain3	CDH17_Domain4	6	66.7	83.3	NA	22
KCNIP3_Domain3	CDH17_Domain5	11	27.3	63.6	NA	18
KCNIP3_Domain3	CDH17_Domain6	5	60	80	NA	18
KCNIP3_Domain3	CDH17_Domain7	7	28.6	85.7	NA	15
KCNIP3_Domain4	CDH17_Domain1	7	42.9	57.1	NA	17
KCNIP3_Domain4	CDH17_Domain2	8	25	75	NA	18
KCNIP3_Domain4	CDH17_Domain3	28	28.6	57.1	17.9	30
KCNIP3_Domain4	CDH17_Domain4	14	35.7	57.1	14.3	19.5
KCNIP3_Domain4	CDH17_Domain5	23	26.1	47.8	30.4	19
KCNIP3_Domain4	CDH17_Domain6	4	50	100	NA	15
KCNIP3_Domain4	CDH17_Domain7	16	37.5	50	NA	21
KDM1A_Domain1	CDH17_Domain1	66	25.8	40.9	34.8	41.5
KDM1A_Domain1	CDH17_Domain2	121	21.5	33.9	25.6	32
KDM1A_Domain1	CDH17_Domain3	3	100	100	NA	19
KDM1A_Domain1	CDH17_Domain4	64	26.6	37.5	26.6	29.5
KDM1A_Domain1	CDH17_Domain5	23	34.8	52.2	13	26.5
KDM1A_Domain1	CDH17_Domain6	8	37.5	75	NA	20
KDM1A_Domain1	CDH17_Domain7	7	57.1	85.7	NA	23
KDM2B_Domain1	CDH17_Domain1	12	33.3	75	NA	28
KDM2B_Domain1	CDH17_Domain2	13	38.5	69.2	NA	25
KDM2B_Domain1	CDH17_Domain3	54	25.9	40.7	NA	34
KDM2B_Domain1	CDH17_Domain4	30	26.7	43.3	NA	35
KDM2B_Domain1	CDH17_Domain5	20	40	60	NA	36
KDM2B_Domain1	CDH17_Domain6	23	39.1	47.8	21.7	25.5
KDM2B_Domain1	CDH17_Domain7	36	27.8	47.2	11.1	31.5
KDM2B_Domain2	CDH17_Domain1	5	60	80	NA	15
KDM2B_Domain2	CDH17_Domain2	9	44.4	66.7	NA	20
KDM2B_Domain2	CDH17_Domain3	2	100	100	NA	17
KDM2B_Domain2	CDH17_Domain4	6	33.3	100	NA	15
KDM2B_Domain2	CDH17_Domain5	7	14.3	85.7	NA	14
KDM2B_Domain2	CDH17_Domain6	8	50	62.5	NA	22
KDM2B_Domain2	CDH17_Domain7	18	38.9	38.9	33.3	18.5
KDM6A_Domain1	CDH17_Domain1	32	28.1	43.8	37.5	26
KDM6A_Domain1	CDH17_Domain2	43	27.9	37.2	30.2	30.5
KDM6A_Domain1	CDH17_Domain3	20	30	45	25	22
KDM6A_Domain1	CDH17_Domain4	63	22.2	41.3	12.7	26.5
KDM6A_Domain1	CDH17_Domain5	22	40.9	59.1	31.8	28.5
KDM6A_Domain1	CDH17_Domain6	26	42.3	53.8	19.2	25.5
KDM6A_Domain1	CDH17_Domain7	20	20	40	NA	24
KDM7A_Domain1	CDH17_Domain1	5	60	80	NA	21
KDM7A_Domain1	CDH17_Domain2	35	28.6	37.1	40	33
KDM7A_Domain1	CDH17_Domain3	44	25	29.5	45.5	23
KDM7A_Domain1	CDH17_Domain4	17	35.3	47.1	17.6	21
KDM7A_Domain1	CDH17_Domain5	21	38.1	61.9	NA	35
KDM7A_Domain1	CDH17_Domain6	7	42.9	85.7	NA	22
KDM7A_Domain1	CDH17_Domain7	43	23.3	34.9	NA	29
KEAP1_Domain1	CDH17_Domain1	18	27.8	61.1	NA	23
KEAP1_Domain1	CDH17_Domain2	12	25	41.7	NA	17
KEAP1_Domain1	CDH17_Domain3	12	50	75	NA	28
KEAP1_Domain1	CDH17_Domain4	31	22.6	51.6	NA	26
KEAP1_Domain1	CDH17_Domain5	11	45.5	63.6	NA	23
KEAP1_Domain1	CDH17_Domain6	15	40	60	26.7	19.5
KEAP1_Domain1	CDH17_Domain7	35	31.4	42.9	NA	43
KEAP1_Domain2	CDH17_Domain1	16	43.8	62.5	NA	23
KEAP1_Domain2	CDH17_Domain2	13	38.5	61.5	23.1	20
KEAP1_Domain2	CDH17_Domain3	9	22.2	77.8	NA	20
KEAP1_Domain2	CDH17_Domain4	12	41.7	50	NA	24
KEAP1_Domain2	CDH17_Domain5	15	40	46.7	NA	21
KEAP1_Domain2	CDH17_Domain6	5	60	80	NA	22
KEAP1_Domain2	CDH17_Domain7	18	38.9	55.6	22.2	22.5
KIF3A_Domain1	CDH17_Domain1	48	29.2	39.6	NA	42
KIF3A_Domain1	CDH17_Domain2	59	25.4	49.2	NA	44.5
KIF3A_Domain1	CDH17_Domain3	44	29.5	45.5	11.4	39.5
KIF3A_Domain1	CDH17_Domain4	62	27.4	32.3	40.3	39.5
KIF3A_Domain1	CDH17_Domain5	85	23.5	44.7	22.4	35
KIF3A_Domain1	CDH17_Domain6	82	22	34.1	22	31.5
KIF3A_Domain1	CDH17_Domain7	48	29.2	45.8	31.2	26
LCP1_Domain1	CDH17_Domain1	22	27.3	36.4	40.9	22
LCP1_Domain1	CDH17_Domain2	9	33.3	77.8	NA	22
LCP1_Domain1	CDH17_Domain3	10	30	80	NA	24
LCP1_Domain1	CDH17_Domain4	37	29.7	51.4	27	26
LCP1_Domain1	CDH17_Domain5	24	37.5	45.8	12.5	29
LCP1_Domain1	CDH17_Domain6	21	23.8	52.4	NA	21
LCP1_Domain1	CDH17_Domain7	32	18.8	43.8	15.6	22
LCP1_Domain2	CDH17_Domain1	8	37.5	87.5	NA	22
LCP1_Domain2	CDH17_Domain2	5	60	100	NA	21
LCP1_Domain2	CDH17_Domain3	7	57.1	85.7	NA	23
LCP1_Domain2	CDH17_Domain4	7	57.1	71.4	NA	19
LCP1_Domain2	CDH17_Domain5	9	44.4	66.7	NA	26
LCP1_Domain2	CDH17_Domain6	18	16.7	55.6	NA	24
LCP1_Domain2	CDH17_Domain7	13	30.8	53.8	NA	24
LCP1_Domain3	CDH17_Domain1	61	24.6	41	27.9	36
LCP1_Domain3	CDH17_Domain2	70	27.1	44.3	NA	29
LCP1_Domain3	CDH17_Domain3	15	40	73.3	13.3	27.5
LCP1_Domain3	CDH17_Domain4	23	39.1	52.2	NA	36
LCP1_Domain3	CDH17_Domain5	40	32.5	50	NA	37.5
LCP1_Domain3	CDH17_Domain6	13	53.8	69.2	NA	31
LCP1_Domain3	CDH17_Domain7	6	66.7	83.3	NA	24
LCP1_Domain4	CDH17_Domain1	16	43.8	68.8	12.5	30.5
LCP1_Domain4	CDH17_Domain2	72	22.2	34.7	47.2	28
LCP1_Domain4	CDH17_Domain3	66	24.2	31.8	42.4	28
LCP1_Domain4	CDH17_Domain4	87	27.6	36.8	33.3	33.5
LCP1_Domain4	CDH17_Domain5	40	32.5	45	25	43
LCP1_Domain4	CDH17_Domain6	61	23	37.7	34.4	28.5
LCP1_Domain4	CDH17_Domain7	11	36.4	54.5	NA	17
LCP1_Domain5	CDH17_Domain1	20	25	45	NA	25
LCP1_Domain5	CDH17_Domain2	92	25	41.3	25	37
LCP1_Domain5	CDH17_Domain3	10	40	70	NA	23
LCP1_Domain5	CDH17_Domain4	102	21.6	33.3	29.4	29
LCP1_Domain5	CDH17_Domain5	63	28.6	41.3	30.2	31.5
LCP1_Domain5	CDH17_Domain6	59	20.3	39	44.1	23.5
LCP1_Domain5	CDH17_Domain7	51	23.5	39.2	21.6	25
LCP1_Domain6	CDH17_Domain1	55	20	41.8	21.8	24.5
LCP1_Domain6	CDH17_Domain2	60	28.3	45	23.3	38
LCP1_Domain6	CDH17_Domain3	30	33.3	56.7	NA	30.5
LCP1_Domain6	CDH17_Domain4	10	50	70	NA	26
LCP1_Domain6	CDH17_Domain5	65	23.1	44.6	12.3	37.5
LCP1_Domain6	CDH17_Domain6	39	28.2	51.3	33.3	29
LCP1_Domain6	CDH17_Domain7	88	20.5	38.6	25	29
LTF_Domain1	CDH17_Domain1	76	27.6	34.2	22.4	28
LTF_Domain1	CDH17_Domain2	47	29.8	48.9	NA	48
LTF_Domain1	CDH17_Domain3	117	23.1	30.8	44.4	35
LTF_Domain1	CDH17_Domain4	51	23.5	43.1	11.8	32
LTF_Domain1	CDH17_Domain5	44	15.9	45.5	18.2	26.5
LTF_Domain1	CDH17_Domain6	30	33.3	63.3	NA	45
LTF_Domain1	CDH17_Domain7	27	37	55.6	NA	28
LTF_Domain2	CDH17_Domain1	15	33.3	53.3	NA	22
LTF_Domain2	CDH17_Domain2	92	23.9	37	28.3	46
LTF_Domain2	CDH17_Domain3	40	22.5	42.5	25	31.5
LTF_Domain2	CDH17_Domain4	78	17.9	39.7	16.7	28
LTF_Domain2	CDH17_Domain5	102	16.7	33.3	38.2	29.5
LTF_Domain2	CDH17_Domain6	45	31.1	44.4	NA	29.5
LTF_Domain2	CDH17_Domain7	7	71.4	71.4	NA	29
MACF1_Domain1	CDH17_Domain1	13	38.5	53.8	NA	28
MACF1_Domain1	CDH17_Domain2	37	24.3	45.9	NA	22
MACF1_Domain1	CDH17_Domain3	13	30.8	61.5	NA	26
MACF1_Domain1	CDH17_Domain4	64	21.9	35.9	17.2	37
MACF1_Domain1	CDH17_Domain5	14	28.6	57.1	NA	21
MACF1_Domain1	CDH17_Domain6	52	26.9	42.3	NA	34.5
MACF1_Domain1	CDH17_Domain7	25	36	52	16	25
MACF1_Domain2	CDH17_Domain1	73	23.3	43.8	23.3	28
MACF1_Domain2	CDH17_Domain2	10	40	80	NA	23
MACF1_Domain2	CDH17_Domain3	67	25.4	40.3	32.8	30.5
MACF1_Domain2	CDH17_Domain4	22	50	54.5	13.6	24.5
MACF1_Domain2	CDH17_Domain5	43	25.6	46.5	NA	29.5
MACF1_Domain2	CDH17_Domain6	18	22.2	50	NA	23
MACF1_Domain2	CDH17_Domain7	4	75	100	NA	20
MACF1_Domain3	CDH17_Domain1	11	54.5	63.6	NA	25
MACF1_Domain3	CDH17_Domain2	46	21.7	32.6	43.5	24
MACF1_Domain3	CDH17_Domain3	8	37.5	62.5	NA	16
MACF1_Domain3	CDH17_Domain4	25	28	48	20	21
MACF1_Domain3	CDH17_Domain5	16	37.5	50	NA	19
MACF1_Domain3	CDH17_Domain6	11	36.4	54.5	NA	20
MACF1_Domain3	CDH17_Domain7	20	30	40	NA	25
MACF1_Domain4	CDH17_Domain1	15	13.3	66.7	NA	17
MACF1_Domain4	CDH17_Domain2	14	35.7	50	NA	18
MACF1_Domain4	CDH17_Domain3	11	45.5	63.6	NA	25
MACF1_Domain4	CDH17_Domain4	21	23.8	52.4	NA	24
MACF1_Domain4	CDH17_Domain5	18	22.2	61.1	11.1	19.5
MACF1_Domain4	CDH17_Domain6	5	60	80	NA	18
MACF1_Domain4	CDH17_Domain7	8	50	50	NA	20
MACF1_Domain5	CDH17_Domain1	45	26.7	37.8	42.2	25
MACF1_Domain5	CDH17_Domain2	8	50	62.5	NA	22
MACF1_Domain5	CDH17_Domain3	24	33.3	45.8	37.5	31
MACF1_Domain5	CDH17_Domain4	14	28.6	57.1	28.6	19.5
MACF1_Domain5	CDH17_Domain5	8	50	75	NA	18
MACF1_Domain5	CDH17_Domain6	13	30.8	61.5	NA	22
MACF1_Domain5	CDH17_Domain7	9	33.3	55.6	NA	16
MACF1_Domain6	CDH17_Domain1	12	33.3	66.7	NA	22
MACF1_Domain6	CDH17_Domain2	16	18.8	62.5	NA	23
MACF1_Domain6	CDH17_Domain3	8	37.5	75	NA	21
MACF1_Domain6	CDH17_Domain4	14	42.9	71.4	NA	22
MACF1_Domain6	CDH17_Domain5	5	80	100	NA	22
MACF1_Domain6	CDH17_Domain6	6	50	83.3	NA	26
MACF1_Domain6	CDH17_Domain7	16	31.2	50	NA	25
MAGI3_Domain1	CDH17_Domain1	30	26.7	36.7	30	25
MAGI3_Domain1	CDH17_Domain2	11	54.5	54.5	NA	27
MAGI3_Domain1	CDH17_Domain3	13	38.5	61.5	23.1	21
MAGI3_Domain1	CDH17_Domain4	27	37	40.7	22.2	24
MAGI3_Domain1	CDH17_Domain5	18	27.8	44.4	22.2	20.5
MAGI3_Domain1	CDH17_Domain6	9	44.4	77.8	NA	27
MAGI3_Domain1	CDH17_Domain7	37	27	37.8	27	25.5
MAGI3_Domain2	CDH17_Domain1	34	35.3	52.9	NA	37.5
MAGI3_Domain2	CDH17_Domain2	114	20.2	38.6	25.4	26.5
MAGI3_Domain2	CDH17_Domain3	47	19.1	38.3	21.3	31
MAGI3_Domain2	CDH17_Domain4	44	22.7	36.4	25	31
MAGI3_Domain2	CDH17_Domain5	42	23.8	40.5	23.8	27.5
MAGI3_Domain2	CDH17_Domain6	55	27.3	34.5	30.9	27
MAGI3_Domain2	CDH17_Domain7	58	25.9	39.7	31	39.5
MAGI3_Domain3	CDH17_Domain1	16	31.2	68.8	18.8	30
MAGI3_Domain3	CDH17_Domain2	8	37.5	62.5	NA	22
MAGI3_Domain3	CDH17_Domain3	13	46.2	46.2	15.4	23.5
MAGI3_Domain3	CDH17_Domain4	14	28.6	42.9	NA	17
MAGI3_Domain3	CDH17_Domain5	7	42.9	85.7	NA	21
MAGI3_Domain3	CDH17_Domain6	24	33.3	54.2	12.5	26
MAGI3_Domain3	CDH17_Domain7	8	37.5	75	NA	22
MAGI3_Domain4	CDH17_Domain1	11	36.4	72.7	NA	20
MAGI3_Domain4	CDH17_Domain2	18	27.8	38.9	NA	20
MAGI3_Domain4	CDH17_Domain3	32	25	50	12.5	24
MAGI3_Domain4	CDH17_Domain4	21	38.1	52.4	NA	24
MAGI3_Domain4	CDH17_Domain5	35	25.7	40	40	27
MAGI3_Domain4	CDH17_Domain6	6	66.7	83.3	NA	25
MAGI3_Domain4	CDH17_Domain7	33	36.4	48.5	27.3	23.5
MAGI3_Domain5	CDH17_Domain1	30	26.7	40	20	28.5
MAGI3_Domain5	CDH17_Domain2	24	37.5	54.2	NA	32
MAGI3_Domain5	CDH17_Domain3	7	57.1	71.4	NA	22
MAGI3_Domain5	CDH17_Domain4	56	23.2	37.5	41.1	28
MAGI3_Domain5	CDH17_Domain5	8	62.5	75	NA	24
MAGI3_Domain5	CDH17_Domain6	8	37.5	87.5	NA	26
MAGI3_Domain5	CDH17_Domain7	8	50	75	NA	23
MAGI3_Domain6	CDH17_Domain1	28	28.6	46.4	32.1	24
MAGI3_Domain6	CDH17_Domain2	21	19	52.4	28.6	22.5
MAGI3_Domain6	CDH17_Domain3	11	45.5	54.5	NA	24
MAGI3_Domain6	CDH17_Domain4	41	24.4	51.2	17.1	32.5
MAGI3_Domain6	CDH17_Domain5	7	57.1	71.4	NA	20
MAGI3_Domain6	CDH17_Domain6	28	25	35.7	39.3	21
MAGI3_Domain6	CDH17_Domain7	29	24.1	37.9	31	22.5
MAGI3_Domain7	CDH17_Domain1	73	23.3	35.6	37	29.5
MAGI3_Domain7	CDH17_Domain2	13	30.8	53.8	NA	22
MAGI3_Domain7	CDH17_Domain3	18	44.4	44.4	NA	25
MAGI3_Domain7	CDH17_Domain4	6	50	100	NA	19
MAGI3_Domain7	CDH17_Domain5	41	26.8	39	24.4	27
MAGI3_Domain7	CDH17_Domain6	18	33.3	55.6	33.3	21.5
MAGI3_Domain7	CDH17_Domain7	4	50	100	NA	20
MAGI3_Domain8	CDH17_Domain1	10	40	50	NA	21
MAGI3_Domain8	CDH17_Domain2	29	27.6	44.8	27.6	26.5
MAGI3_Domain8	CDH17_Domain3	29	24.1	41.4	NA	25
MAGI3_Domain8	CDH17_Domain4	77	22.1	46.8	20.8	29.5
MAGI3_Domain8	CDH17_Domain5	62	25.8	33.9	33.9	29
MAGI3_Domain8	CDH17_Domain6	68	26.5	39.7	29.4	42
MAGI3_Domain8	CDH17_Domain7	36	25	44.4	NA	26.5
MAGI3_Domain9	CDH17_Domain1	80	18.8	32.5	40	27
MAGI3_Domain9	CDH17_Domain2	72	25	41.7	33.3	39
MAGI3_Domain9	CDH17_Domain3	14	42.9	64.3	14.3	25.5
MAGI3_Domain9	CDH17_Domain4	54	22.2	38.9	42.6	23
MAGI3_Domain9	CDH17_Domain5	35	31.4	40	34.3	28
MAGI3_Domain9	CDH17_Domain6	35	14.3	48.6	22.9	26.5
MAGI3_Domain9	CDH17_Domain7	61	27.9	32.8	50.8	33.5
MAPK14_Domain1	CDH17_Domain1	63	19	33.3	30.2	28.5
MAPK14_Domain1	CDH17_Domain2	29	27.6	41.4	37.9	32
MAPK14_Domain1	CDH17_Domain3	14	50	57.1	14.3	25.5
MAPK14_Domain1	CDH17_Domain4	57	28.1	45.6	22.8	30.5
MAPK14_Domain1	CDH17_Domain5	113	22.1	38.1	24.8	38
MAPK14_Domain1	CDH17_Domain6	43	25.6	51.2	14	29
MAPK14_Domain1	CDH17_Domain7	11	54.5	63.6	NA	28
MAPK8_Domain1	CDH17_Domain1	59	23.7	35.6	NA	33
MAPK8_Domain1	CDH17_Domain2	19	26.3	47.4	NA	22
MAPK8_Domain1	CDH17_Domain3	40	22.5	47.5	10	28.5
MAPK8_Domain1	CDH17_Domain4	40	27.5	42.5	NA	31
MAPK8_Domain1	CDH17_Domain5	85	27.1	43.5	25.9	43.5
MAPK8_Domain1	CDH17_Domain6	18	33.3	55.6	11.1	25.5
MAPK8_Domain1	CDH17_Domain7	86	25.6	37.2	23.3	33.5
MDM2_Domain1	CDH17_Domain1	19	26.3	57.9	NA	26
MDM2_Domain1	CDH17_Domain2	17	29.4	52.9	NA	21
MDM2_Domain1	CDH17_Domain3	83	25.3	45.8	22.9	38
MDM2_Domain1	CDH17_Domain4	58	19	43.1	17.2	24.5
MDM2_Domain1	CDH17_Domain5	79	20.3	43	21.5	23
MDM2_Domain1	CDH17_Domain6	6	50	83.3	NA	20
MDM2_Domain1	CDH17_Domain7	10	30	70	NA	20
MRTFB_Domain1	CDH17_Domain1	17	35.3	47.1	NA	22
MRTFB_Domain1	CDH17_Domain2	3	100	100	NA	16
MRTFB_Domain1	CDH17_Domain3	11	27.3	63.6	NA	17
MRTFB_Domain1	CDH17_Domain4	28	21.4	50	NA	20
MRTFB_Domain1	CDH17_Domain5	14	28.6	50	NA	17
MRTFB_Domain1	CDH17_Domain6	4	100	100	NA	18
MRTFB_Domain1	CDH17_Domain7	28	28.6	42.9	17.9	19
MYH10_Domain1	CDH17_Domain1	8	25	62.5	NA	17
MYH10_Domain1	CDH17_Domain2	19	26.3	57.9	10.5	24.5
MYH10_Domain1	CDH17_Domain3	6	66.7	83.3	NA	22
MYH10_Domain1	CDH17_Domain4	22	31.8	50	18.2	23.5
MYH10_Domain1	CDH17_Domain5	21	33.3	47.6	28.6	21.5
MYH10_Domain1	CDH17_Domain6	18	27.8	44.4	NA	24
MYH10_Domain1	CDH17_Domain7	16	31.2	62.5	NA	27
MYH10_Domain2	CDH17_Domain1	43	30.2	44.2	20.9	39.5
MYH10_Domain2	CDH17_Domain2	34	26.5	52.9	17.6	31.5
MYH10_Domain2	CDH17_Domain3	105	21	37.1	26.7	35
MYH10_Domain2	CDH17_Domain4	105	21	33.3	33.3	34.5
MYH10_Domain2	CDH17_Domain5	60	28.3	46.7	23.3	39.5
MYH10_Domain2	CDH17_Domain6	57	24.6	43.9	NA	35
MYH10_Domain2	CDH17_Domain7	31	38.7	51.6	12.9	37
MYH10_Domain3	CDH17_Domain1	9	44.4	66.7	NA	17
MYH10_Domain3	CDH17_Domain2	5	40	100	NA	18
MYH10_Domain3	CDH17_Domain3	6	33.3	66.7	NA	16
MYH10_Domain3	CDH17_Domain4	5	40	80	NA	17
MYH10_Domain3	CDH17_Domain5	4	50	100	NA	17
MYH10_Domain3	CDH17_Domain6	14	35.7	50	NA	19
MYH10_Domain3	CDH17_Domain7	20	25	40	NA	15
